|6.6.6
antigorite_1.tab                                                                                    
           1
T(K)    
   0.0000000000000000     
   0.0000000000000000     
          16
           7
T(K)           P(bar)         rho,kg/m3      rho,kg/m3      SIO2,wt%       MGO,wt%        fo,vo%        
  923.150        18424.2        2634.71                 NaN   45.0374        42.6506                 NaN
  923.150        18434.2        2634.76                 NaN   45.0374        42.6506                 NaN
  923.150        18444.2        2634.80                 NaN   45.0374        42.6506                 NaN
  923.150        18454.2        2634.85                 NaN   45.0374        42.6506                 NaN
  923.150        18464.2        2634.90                 NaN   45.0374        42.6506                 NaN
  923.150        18474.2        2634.95                 NaN   45.0374        42.6506                 NaN
  923.150        18484.2        2635.00                 NaN   45.0374        42.6506                 NaN
  923.150        18494.2        2635.04                 NaN   45.0374        42.6506                 NaN
  923.150        18504.3        2635.09                 NaN   45.0374        42.6506                 NaN
  923.150        18514.3        2635.14                 NaN   45.0374        42.6506                 NaN
  923.150        18524.3        2635.19                 NaN   45.0374        42.6506                 NaN
  923.150        18534.3        2635.24                 NaN   45.0374        42.6506                 NaN
  923.150        18544.3        2635.28                 NaN   45.0374        42.6506                 NaN
  923.150        18554.3        2635.33                 NaN   45.0374        42.6506                 NaN
  923.150        18564.3        2635.38                 NaN   45.0374        42.6506                 NaN
  923.150        18574.3        2635.43                 NaN   45.0374        42.6506                 NaN
  923.150        18584.3        2635.47                 NaN   45.0374        42.6506                 NaN
  923.150        18594.3        2635.52                 NaN   45.0374        42.6506                 NaN
  923.150        18604.3        2635.57                 NaN   45.0374        42.6506                 NaN
  923.150        18614.3        2635.62                 NaN   45.0374        42.6506                 NaN
  923.150        18624.3        2635.67                 NaN   45.0374        42.6506                 NaN
  923.150        18634.3        2635.71                 NaN   45.0374        42.6506                 NaN
  923.150        18644.3        2635.76                 NaN   45.0374        42.6506                 NaN
  923.150        18654.3        2635.81                 NaN   45.0374        42.6506                 NaN
  923.150        18664.3        2635.86                 NaN   45.0374        42.6506                 NaN
  923.150        18674.3        2635.91                 NaN   45.0374        42.6506                 NaN
  923.150        18684.3        2635.95                 NaN   45.0374        42.6506                 NaN
  923.150        18694.3        2636.00                 NaN   45.0374        42.6506                 NaN
  923.150        18704.4        2636.05                 NaN   45.0374        42.6506                 NaN
  923.150        18714.4        2636.10                 NaN   45.0374        42.6506                 NaN
  923.150        18724.4        2636.15                 NaN   45.0374        42.6506                 NaN
  923.150        18734.4        2636.19                 NaN   45.0374        42.6506                 NaN
  923.150        18744.4        2636.24                 NaN   45.0374        42.6506                 NaN
  923.150        18754.4        2636.29                 NaN   45.0374        42.6506                 NaN
  923.150        18764.4        2636.34                 NaN   45.0374        42.6506                 NaN
  923.150        18774.4        2636.39                 NaN   45.0374        42.6506                 NaN
  923.150        18784.4        2636.43                 NaN   45.0374        42.6506                 NaN
  923.150        18794.4        2636.48                 NaN   45.0374        42.6506                 NaN
  923.150        18804.4        2636.53                 NaN   45.0374        42.6506                 NaN
